type,node_id,parent_id,planet_id,depth,size,x,y,z,r,g,b,image_id
image,,5_node_666,5,3,1,7.766472339630127,4.031689643859863,5.3897624015808105,,,,Image_6414.jpg
image,,5_node_666,5,3,1,7.731423377990723,4.088465213775635,5.35399866104126,,,,Image_2348.jpg
image,,5_node_666,5,3,1,7.742137908935547,4.052539348602295,5.365890979766846,,,,Image_1578.jpg
image,,5_node_667,5,3,1,8.951891899108887,6.106715679168701,4.356440544128418,,,,Image_4650.jpg
image,,5_node_667,5,3,1,7.833906650543213,4.275378227233887,4.794580459594727,,,,Image_617.jpg
image,,5_node_667,5,3,1,8.449947357177734,5.394464015960693,4.429210186004639,,,,Image_1844.jpg
image,,5_node_667,5,3,1,8.29792594909668,5.617831707000732,4.2279253005981445,,,,Image_1384.jpg
image,,5_node_667,5,3,1,8.058266639709473,5.408982753753662,4.885643482208252,,,,Image_1219.jpg
image,,5_node_667,5,3,1,7.603137969970703,4.518322944641113,4.9981279373168945,,,,Image_6401.jpg
image,,5_node_667,5,3,1,8.000965118408203,5.404324531555176,4.968892574310303,,,,Image_2305.jpg
image,,5_node_667,5,3,1,8.012063026428223,5.297571182250977,4.903001308441162,,,,Image_434.jpg
image,,5_node_667,5,3,1,7.737370014190674,5.454770088195801,4.440577030181885,,,,Image_1870.jpg
image,,5_node_667,5,3,1,8.377249717712402,5.393271446228027,4.449631214141846,,,,Image_6463.jpg
image,,5_node_667,5,3,1,7.741977214813232,6.1941609382629395,3.7651405334472656,,,,Image_6254.jpg
image,,5_node_667,5,3,1,7.8483734130859375,4.989998817443848,4.3409504890441895,,,,Image_4787.jpg
image,,5_node_667,5,3,1,7.799190044403076,4.453171253204346,4.389861583709717,,,,Image_1113.jpg
image,,5_node_667,5,3,1,8.183463096618652,5.604912757873535,4.307389736175537,,,,Image_2857.jpg
image,,5_node_667,5,3,1,8.127065658569336,5.687806129455566,4.154127597808838,,,,Image_1561.jpg
image,,5_node_667,5,3,1,7.908303737640381,5.504732131958008,4.429354190826416,,,,Image_273.jpg
image,,5_node_667,5,3,1,8.666876792907715,5.597626209259033,4.431610584259033,,,,Image_5445.jpg
image,,5_node_668,5,3,1,8.323562622070312,5.640295505523682,4.420938968658447,,,,Image_5674.jpg
image,,5_node_668,5,3,1,8.84294605255127,5.6075263023376465,4.305258274078369,,,,Image_5928.jpg
image,,5_node_668,5,3,1,8.49565601348877,5.7179341316223145,4.206810474395752,,,,Image_3578.jpg
